Time[s],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],COPx[cm],COPy[cm]
7.13,-2.23327,-4.357712,535.176264,2.536643,40.186092,-0.681624,-7.508945,0.473983
7.14,-2.195385,-4.3593,535.163881,2.528689,40.172076,-0.67671,-7.5065,0.472507
7.15,-2.143102,-4.360958,535.231423,2.521789,40.16197,-0.673098,-7.503664,0.471159
7.16,-2.084724,-4.362375,535.384368,2.519499,40.155202,-0.672032,-7.500257,0.470596
7.17,-2.0265,-4.361411,535.596914,2.523983,40.149016,-0.674536,-7.496125,0.471247
7.18,-1.972204,-4.355337,535.819821,2.535039,40.139416,-0.681018,-7.491215,0.473114
7.19,-1.924273,-4.342706,535.997112,2.549919,40.122588,-0.691081,-7.485598,0.475734
7.2,-1.885142,-4.324769,536.084699,2.564241,40.096296,-0.7036,-7.47947,0.478328
7.21,-1.857649,-4.305427,536.062949,2.573711,40.060684,-0.716985,-7.473131,0.480114
7.22,-1.844228,-4.289523,535.938573,2.575784,40.018193,-0.729509,-7.466937,0.480612
7.23,-1.845378,-4.280404,535.737256,2.570461,39.972737,-0.739592,-7.461258,0.479799
7.24,-1.858421,-4.278211,535.492921,2.559993,39.928658,-0.746022,-7.456431,0.478063
7.25,-1.877674,-4.2799,535.239642,2.547837,39.889875,-0.748115,-7.452713,0.476018
7.26,-1.896472,-4.280962,535.008438,2.53742,39.859335,-0.745858,-7.450226,0.474277
7.27,-1.910108,-4.277914,534.826999,2.531196,39.838624,-0.739999,-7.448881,0.473274
7.28,-1.917821,-4.270188,534.718952,2.530249,39.82763,-0.732017,-7.44833,0.473192
7.29,-1.92245,-4.260283,534.700428,2.534424,39.824302,-0.723871,-7.447965,0.473989
7.3,-1.927946,-4.252072,534.773963,2.542728,39.824738,-0.717495,-7.447023,0.475477
7.31,-1.936441,-4.248344,534.922726,2.553812,39.823745,-0.714174,-7.444766,0.477417
7.32,-1.946664,-4.249072,535.109967,2.566388,39.815852,-0.714072,-7.440686,0.4796
7.33,-1.954448,-4.251273,535.286847,2.579525,39.79651,-0.716163,-7.434614,0.481896
7.34,-1.954688,-4.250372,535.406611,2.592767,39.763175,-0.718633,-7.426725,0.484261
7.35,-1.943523,-4.242293,535.438938,2.606028,39.716013,-0.719555,-7.417468,0.486709
7.36,-1.919744,-4.225315,535.378389,2.619332,39.65797,-0.717619,-7.407466,0.489249
7.37,-1.885005,-4.200969,535.244315,2.632524,39.594039,-0.712637,-7.397377,0.491836
7.38,-1.842951,-4.173669,535.073635,2.645067,39.529864,-0.705663,-7.387743,0.494337
7.39,-1.797744,-4.149266,534.910177,2.656046,39.470177,-0.698667,-7.378842,0.496541
7.4,-1.752606,-4.133136,534.79392,2.664384,39.417671,-0.693864,-7.370628,0.498208
7.41,-1.709089,-4.12864,534.752086,2.669256,39.372729,-0.692939,-7.3628,0.499158
7.42,-1.66737,-4.13652,534.793627,2.670505,39.333976,-0.696446,-7.354982,0.499352
7.43,-1.627304,-4.155222,534.908793,2.66881,39.299271,-0.703674,-7.346911,0.498928
7.44,-1.589413,-4.1816,535.074044,2.665442,39.266574,-0.713027,-7.338531,0.498144
7.45,-1.555089,-4.21143,535.259709,2.661742,39.234299,-0.72273,-7.329956,0.497281
7.46,-1.52579,-4.239575,535.436593,2.658625,39.201125,-0.7315,-7.321338,0.496534
7.47,-1.501695,-4.260314,535.579404,2.656383,39.165639,-0.738863,-7.312761,0.495983
7.48,-1.48081,-4.268555,535.667936,2.654898,39.126306,-0.745023,-7.304209,0.495624
7.49,-1.459316,-4.261868,535.68835,2.654113,39.081896,-0.750457,-7.29564,0.495458
7.5,-1.433199,-4.242208,535.635912,2.654405,39.032078,-0.755524,-7.287054,0.495561
7.51,-1.400368,-4.21582,535.518255,2.656573,38.977708,-0.760319,-7.278502,0.496075
7.52,-1.36204,-4.190871,535.356431,2.661479,38.920625,-0.764857,-7.27004,0.497142
7.53,-1.322465,-4.173852,535.181347,2.669646,38.863121,-0.769363,-7.261673,0.49883
7.54,-1.286978,-4.16679,535.026233,2.681116,38.807404,-0.774379,-7.253365,0.501119
7.55,-1.259565,-4.166914,534.918746,2.695515,38.755213,-0.780513,-7.245065,0.503911
7.56,-1.24138,-4.168838,534.876008,2.71205,38.707559,-0.788016,-7.236735,0.507043
7.57,-1.230818,-4.167668,534.903092,2.729372,38.664577,-0.796517,-7.228333,0.510255
7.58,-1.224642,-4.160976,534.993787,2.745582,38.625617,-0.805143,-7.219825,0.513199
7.59,-1.219307,-4.148751,535.132894,2.758686,38.58959,-0.812929,-7.211216,0.515514
7.6,-1.21198,-4.132037,535.300168,2.767415,38.555431,-0.819282,-7.202582,0.516984
7.61,-1.201033,-4.111751,535.475654,2.771874,38.522382,-0.82428,-7.194049,0.517647
7.62,-1.185863,-4.088631,535.64452,2.773497,38.489974,-0.828658,-7.185731,0.517787
7.63,-1.166144,-4.064187,535.798364,2.774282,38.457858,-0.833495,-7.177674,0.517785
7.64,-1.141063,-4.041645,535.931756,2.77579,38.425762,-0.839687,-7.169898,0.517937
7.65,-1.10927,-4.025885,536.036624,2.778534,38.393674,-0.847494,-7.162509,0.518348
7.66,-1.06977,-4.021901,536.099437,2.782031,38.36206,-0.856378,-7.155773,0.518939
7.67,-1.023162,-4.032268,536.104675,2.785318,38.331819,-0.865225,-7.150062,0.519547
7.68,-0.972329,-4.054895,536.043531,2.787548,38.303867,-0.872772,-7.145664,0.520023
7.69,-0.922106,-4.082704,535.922298,2.788343,38.27858,-0.878002,-7.142562,0.520289
7.7,-0.878037,-4.105945,535.763979,2.787818,38.255467,-0.880356,-7.140358,0.520344
7.71,-0.844672,-4.116159,535.601051,2.786342,38.233256,-0.879739,-7.138383,0.520227
7.72,-0.823912,-4.109686,535.463492,2.784274,38.210386,-0.876383,-7.135946,0.519975
7.73,-0.814069,-4.088906,535.368934,2.781879,38.185723,-0.870648,-7.1326,0.519619
7.74,-0.81025,-4.060859,535.31954,2.779408,38.159285,-0.862889,-7.128319,0.519205
7.75,-0.806152,-4.03426,535.305642,2.777142,38.132718,-0.853498,-7.123541,0.518796
7.76,-0.796759,-4.016367,535.312684,2.775299,38.109205,-0.843054,-7.119055,0.518444
7.77,-0.780899,-4.010889,535.327154,2.773819,38.092648,-0.832381,-7.11577,0.518154
7.78,-0.762422,-4.017385,535.339269,2.7722,38.08631,-0.822373,-7.114425,0.51784
7.79,-0.749177,-4.032098,535.343191,2.769493,38.091452,-0.81365,-7.115333,0.51733
7.8,-0.75013,-4.049673,535.336611,2.764532,38.106598,-0.806261,-7.11825,0.51641
7.81,-0.772017,-4.065051,535.320539,2.756432,38.12786,-0.799644,-7.122435,0.514912
7.82,-0.816992,-4.074933,535.299035,2.745175,38.150274,-0.792819,-7.126909,0.51283
7.83,-0.881878,-4.078595,535.278508,2.731982,38.16966,-0.784726,-7.130804,0.510385
7.84,-0.958807,-4.078019,535.26665,2.719122,38.184162,-0.774561,-7.133671,0.507994
7.85,-1.036872,-4.077432,535.271262,2.709061,38.194758,-0.762036,-7.135589,0.50611
7.86,-1.104508,-4.082267,535.299175,2.70332,38.204485,-0.747476,-7.137034,0.505011
7.87,-1.152205,-4.097554,535.355029,2.70163,38.216752,-0.731737,-7.138581,0.504643
7.88,-1.17484,-4.125933,535.439589,2.701917,38.233547,-0.715995,-7.14059,0.504617
7.89,-1.172811,-4.165912,535.547809,2.701196,38.254432,-0.701516,-7.143047,0.50438
7.9,-1.151419,-4.211251,535.667696,2.696891,38.276747,-0.689475,-7.145614,0.503463
7.91,-1.118743,-4.25204,535.780955,2.687863,38.296754,-0.680808,-7.147838,0.501672
7.92,-1.083179,-4.277349,535.865833,2.674622,38.311018,-0.67603,-7.149368,0.499122
7.93,-1.05189,-4.278776,535.901927,2.658708,38.317361,-0.675051,-7.15007,0.496118
7.94,-1.030441,-4.253804,535.875758,2.641653,38.315284,-0.677075,-7.150031,0.49296
7.95,-1.02281,-4.207613,535.784869,2.624083,38.306041,-0.680756,-7.149519,0.489764
7.96,-1.030995,-4.152209,535.638115,2.605436,38.292536,-0.684622,-7.148957,0.486417
7.97,-1.054256,-4.10267,535.451989,2.584505,38.278973,-0.68757,-7.148909,0.482677
7.98,-1.088827,-4.071861,535.245615,2.56057,38.270162,-0.689159,-7.150019,0.478392
7.99,-1.128859,-4.065965,535.037862,2.534454,38.27054,-0.689555,-7.152866,0.473696
8,-1.168557,-4.082942,534.84744,2.508795,38.283168,-0.689257,-7.157773,0.469067
8.01,-1.204489,-4.114475,534.693628,2.487263,38.309066,-0.688768,-7.164676,0.465175
8.02,-1.236665,-4.150161,534.594884,2.473095,38.347147,-0.688349,-7.173123,0.462611
8.03,-1.267588,-4.181691,534.565248,2.467676,38.394755,-0.687923,-7.182426,0.461623
8.04,-1.299814,-4.205165,534.611004,2.469844,38.448516,-0.687176,-7.191868,0.461989
8.05,-1.33355,-4.220928,534.729727,2.476181,38.50508,-0.685872,-7.200849,0.463071
8.06,-1.365811,-4.231651,534.911328,2.482175,38.561482,-0.684262,-7.208948,0.464035
8.07,-1.391567,-4.239985,535.138834,2.483802,38.615047,-0.683284,-7.215893,0.464142
8.08,-1.406088,-4.247029,535.38765,2.478964,38.663107,-0.684353,-7.221516,0.463022
8.09,-1.407143,-4.252177,535.624912,2.468241,38.702917,-0.688763,-7.22575,0.460815
8.1,-1.395874,-4.254136,535.811871,2.454621,38.732033,-0.697001,-7.228663,0.458112
8.11,-1.3759,-4.25227,535.910532,2.442328,38.748993,-0.70835,-7.230497,0.455734
8.12,-1.351305,-4.247367,535.893092,2.435187,38.753896,-0.720966,-7.231647,0.454417
8.13,-1.325039,-4.241473,535.751445,2.435157,38.748614,-0.73249,-7.232573,0.454531
8.14,-1.298768,-4.236981,535.503822,2.441518,38.736617,-0.740913,-7.233677,0.455929
8.15,-1.27374,-4.235504,535.195691,2.451006,38.722487,-0.745326,-7.235201,0.457964
8.16,-1.251272,-4.237162,534.892744,2.458898,38.711214,-0.746182,-7.237192,0.459699
8.17,-1.232271,-4.240749,534.666195,2.460722,38.707316,-0.745008,-7.239529,0.460235
8.18,-1.2165,-4.244723,534.573973,2.453925,38.713877,-0.743751,-7.242006,0.459043
8.19,-1.202736,-4.248299,534.643461,2.438768,38.731738,-0.744088,-7.244405,0.456148
8.2,-1.190012,-4.251916,534.861528,2.418109,38.759142,-0.746941,-7.246575,0.4521
8.21,-1.178965,-4.256815,535.17612,2.396278,38.792066,-0.752326,-7.248467,0.447755
8.22,-1.17206,-4.264074,535.510402,2.377652,38.825287,-0.759506,-7.250146,0.443997
8.23,-1.172327,-4.273677,535.785528,2.365425,38.853909,-0.767341,-7.251765,0.441487
8.24,-1.181476,-4.28411,535.943795,2.360813,38.874775,-0.774657,-7.253517,0.440496
8.25,-1.198679,-4.292766,535.963367,2.362795,38.887183,-0.780515,-7.255567,0.44085
8.26,-1.220761,-4.297054,535.859867,2.368474,38.892629,-0.784347,-7.257985,0.441995
8.27,-1.243521,-4.29563,535.676184,2.374062,38.893843,-0.785995,-7.2607,0.44319
8.28,-1.263345,-4.289022,535.466022,2.376131,38.893661,-0.785709,-7.263516,0.44375
8.29,-1.278354,-4.279466,535.277513,2.372611,38.894277,-0.784122,-7.266189,0.443249
8.3,-1.288736,-4.270282,535.141827,2.363256,38.897099,-0.782174,-7.268559,0.441613
8.31,-1.296166,-4.265075,535.069241,2.349644,38.902997,-0.780926,-7.270647,0.439129
8.32,-1.302474,-4.266579,535.052429,2.334831,38.912511,-0.781334,-7.272654,0.436374
8.33,-1.308154,-4.275014,535.07455,2.322568,38.925726,-0.78404,-7.274823,0.434064
8.34,-1.311607,-4.28673,535.118412,2.316099,38.941978,-0.789254,-7.277264,0.43282
8.35,-1.309679,-4.294487,535.172719,2.316909,38.959741,-0.796685,-7.279844,0.432927
8.36,-1.299257,-4.28996,535.233162,2.324081,38.97701,-0.805518,-7.282249,0.434218
8.37,-1.279047,-4.267581,535.299564,2.334709,38.992061,-0.81444,-7.284157,0.43615
8.38,-1.250703,-4.227964,535.372442,2.345116,39.004213,-0.821819,-7.285435,0.438034
8.39,-1.218957,-4.179241,535.450956,2.352197,39.014123,-0.826069,-7.286218,0.439293
8.4,-1.190698,-4.135249,535.531715,2.354237,39.02341,-0.826129,-7.286853,0.439607
8.41,-1.173138,-4.110733,535.607722,2.351026,39.033856,-0.821859,-7.28777,0.438946
8.42,-1.171407,-4.115247,535.668124,2.343462,39.046698,-0.814153,-7.289345,0.437484
8.43,-1.186416,-4.14861,535.699698,2.332927,39.062406,-0.804703,-7.291848,0.435491
8.44,-1.214022,-4.200316,535.690247,2.320739,39.080921,-0.795492,-7.295433,0.433224
8.45,-1.245985,-4.253339,535.632999,2.30794,39.101967,-0.788227,-7.300142,0.430881
8.46,-1.272322,-4.290599,535.530121,2.295492,39.125099,-0.78386,-7.305863,0.428639
8.47,-1.28421,-4.301193,535.393163,2.284602,39.149474,-0.78239,-7.312285,0.426715
8.48,-1.276679,-4.283851,535.239687,2.276735,39.173692,-0.782996,-7.318906,0.425367
8.49,-1.25039,-4.246607,535.087758,2.273086,39.196073,-0.784463,-7.325167,0.424806
8.5,-1.211874,-4.203327,534.95136,2.273878,39.215436,-0.785679,-7.330655,0.425062
8.51,-1.171926,-4.168829,534.839157,2.278066,39.231972,-0.78593,-7.335284,0.425935
8.52,-1.142537,-4.154433,534.756721,2.28369,39.247699,-0.784841,-7.339356,0.427052
8.53,-1.133284,-4.165138,534.709886,2.288575,39.266211,-0.782108,-7.343461,0.428003
8.54,-1.148408,-4.198912,534.706132,2.290942,39.291803,-0.777325,-7.348299,0.428449
8.55,-1.185844,-4.247994,534.752482,2.289713,39.328216,-0.770088,-7.354471,0.428182
8.56,-1.238743,-4.301681,534.85062,2.28457,39.377375,-0.760299,-7.362313,0.427142
8.57,-1.298756,-4.349518,534.991593,2.275857,39.438531,-0.748455,-7.371804,0.4254
8.58,-1.359164,-4.383662,535.153476,2.2644,39.508239,-0.735699,-7.3826,0.423131
8.59,-1.416175,-4.399878,535.30488,2.251339,39.581389,-0.723577,-7.394177,0.420571
8.6,-1.468225,-4.397631,535.414258,2.238026,39.652971,-0.713566,-7.406036,0.417999
8.61,-1.514629,-4.379967,535.461149,2.225923,39.719845,-0.706572,-7.417876,0.415702
8.62,-1.555006,-4.353155,535.443783,2.216341,39.781685,-0.702628,-7.429666,0.413926
8.63,-1.589709,-4.325523,535.379224,2.209972,39.840696,-0.700984,-7.441584,0.412786
8.64,-1.620413,-4.305271,535.296322,2.20644,39.900266,-0.700537,-7.453865,0.41219
8.65,-1.649898,-4.297963,535.225375,2.20416,39.963161,-0.700357,-7.466604,0.411819
8.66,-1.680858,-4.304763,535.188734,2.200709,40.029985,-0.70002,-7.479601,0.411202
8.67,-1.714308,-4.32215,535.194214,2.193573,40.098553,-0.699614,-7.492337,0.409865
8.68,-1.748501,-4.343183,535.231856,2.181036,40.164375,-0.699512,-7.504108,0.407494
8.69,-1.779091,-4.359901,535.275364,2.162905,40.221949,-0.700108,-7.514254,0.404073
8.7,-1.800733,-4.366037,535.289612,2.140802,40.266296,-0.701674,-7.522338,0.399933
8.71,-1.809405,-4.35904,535.242888,2.117817,40.294244,-0.704348,-7.528217,0.395674
8.72,-1.80418,-4.340416,535.119276,2.097537,40.305164,-0.708112,-7.531996,0.391976
8.73,-1.787569,-4.314232,534.925733,2.082783,40.301081,-0.712722,-7.533958,0.389359
8.74,-1.764529,-4.284708,534.690806,2.074572,40.28623,-0.717638,-7.534491,0.387995
8.75,-1.740918,-4.254427,534.456055,2.071845,40.266267,-0.722095,-7.534065,0.387655
8.76,-1.722055,-4.224183,534.264652,2.072123,40.247351,-0.725353,-7.533224,0.387846
8.77,-1.711601,-4.194342,534.151845,2.072757,40.235146,-0.727044,-7.53253,0.388046
8.78,-1.710815,-4.16671,534.139342,2.072132,40.233809,-0.72742,-7.532456,0.387938
8.79,-1.718405,-4.145602,534.233097,2.070237,40.245112,-0.727302,-7.53325,0.387516
8.8,-1.731199,-4.137189,534.423567,2.068373,40.26799,-0.727706,-7.534846,0.387029
8.81,-1.745501,-4.147232,534.688058,2.068173,40.298746,-0.729299,-7.53687,0.3868
8.82,-1.758447,-4.178236,534.994665,2.070475,40.331921,-0.731979,-7.538752,0.387008
8.83,-1.768547,-4.22741,535.306853,2.074726,40.361547,-0.734801,-7.53989,0.387577
8.84,-1.775133,-4.286444,535.587557,2.079296,40.382404,-0.736323,-7.539832,0.388227
8.85,-1.777244,-4.343477,535.802153,2.08246,40.391042,-0.735207,-7.538425,0.388662
8.86,-1.772955,-4.386917,535.921023,2.083357,40.386517,-0.730813,-7.535908,0.388743
8.87,-1.759819,-4.409866,535.923834,2.082327,40.370761,-0.723509,-7.532929,0.388549
8.88,-1.736229,-4.413066,535.806681,2.080561,40.348425,-0.714577,-7.530407,0.388304
8.89,-1.702779,-4.404556,535.589424,2.079376,40.32607,-0.705795,-7.529288,0.388241
8.9,-1.662608,-4.395908,535.317681,2.079531,40.310766,-0.698869,-7.530251,0.388467
8.91,-1.620348,-4.396838,535.055357,2.080844,40.308393,-0.694979,-7.5335,0.388903
8.92,-1.580231,-4.410898,534.868338,2.082164,40.322112,-0.694567,-7.538699,0.389285
8.93,-1.544645,-4.434363,534.804445,2.081655,40.351524,-0.697391,-7.545099,0.389237
8.94,-1.514227,-4.458751,534.876781,2.077421,40.392845,-0.702778,-7.551804,0.388393
8.95,-1.489388,-4.475384,535.057236,2.068341,40.440035,-0.709887,-7.558076,0.386565
8.96,-1.471963,-4.47923,535.283996,2.054743,40.486486,-0.717883,-7.563553,0.38386
8.97,-1.465561,-4.469953,535.481553,2.038502,40.526783,-0.725952,-7.568287,0.380686
8.98,-1.474206,-4.45024,535.585737,2.022469,40.558008,-0.733243,-7.572645,0.377618
8.99,-1.499993,-4.423376,535.563573,2.009584,40.580245,-0.73886,-7.577111,0.375228
9,-1.540996,-4.392096,535.420834,2.00207,40.596179,-0.741971,-7.582107,0.373925
9.01,-1.590484,-4.359195,535.196711,2.000956,40.610016,-0.742059,-7.587867,0.373873
9.02,-1.638054,-4.328654,534.950169,2.005897,40.626121,-0.739187,-7.594375,0.374969
9.03,-1.672626,-4.305721,534.743413,2.015321,40.647819,-0.734142,-7.601369,0.376876
9.04,-1.686482,-4.295495,534.62646,2.026922,40.676708,-0.728301,-7.608435,0.379129
9.05,-1.678674,-4.300889,534.625392,2.038421,40.712679,-0.723231,-7.615179,0.38128
9.06,-1.656049,-4.321377,534.736355,2.048294,40.754509,-0.720142,-7.621421,0.383048
9.07,-1.631075,-4.353351,534.926973,2.056102,40.800692,-0.719473,-7.627339,0.384371
9.08,-1.617422,-4.391862,535.145563,2.062352,40.850109,-0.720826,-7.633457,0.385381
9.09,-1.62553,-4.432608,535.335887,2.068143,40.902331,-0.723273,-7.640499,0.386326
9.1,-1.660264,-4.472898,535.452879,2.074839,40.957573,-0.725854,-7.649146,0.387492
9.11,-1.721209,-4.511085,535.474184,2.083755,41.016415,-0.727978,-7.659831,0.389142
9.12,-1.804578,-4.545032,535.403831,2.095673,41.079406,-0.729561,-7.672602,0.391419
9.13,-1.905,-4.570821,535.267155,2.1102,41.146622,-0.730934,-7.687119,0.394233
9.14,-2.01601,-4.582902,535.099606,2.125327,41.217241,-0.732623,-7.702723,0.397184
9.15,-2.12933,-4.576035,534.934583,2.137734,41.289269,-0.735112,-7.718564,0.399625
9.16,-2.234214,-4.548153,534.795247,2.144013,41.359558,-0.738603,-7.733718,0.400903
9.17,-2.318272,-4.502509,534.692243,2.142377,41.424183,-0.742856,-7.747295,0.400675
9.18,-2.370211,-4.447777,534.626066,2.133914,41.479165,-0.747201,-7.758538,0.399141
9.19,-2.383548,-4.395825,534.591477,2.122568,41.521373,-0.750801,-7.766935,0.397045
9.2,-2.359558,-4.358117,534.581706,2.11368,41.549319,-0.753068,-7.772305,0.395389
9.21,-2.307891,-4.342214,534.590953,2.111776,41.563523,-0.753996,-7.774827,0.395027
9.22,-2.244209,-4.349631,534.615082,2.118729,41.566337,-0.754212,-7.775003,0.396309
9.23,-2.185391,-4.375539,534.651708,2.133199,41.561347,-0.7547,-7.773537,0.398989
9.24,-2.144084,-4.41028,534.700703,2.151513,41.552566,-0.756334,-7.771182,0.402377
9.25,-2.125025,-4.442301,534.764481,2.169379,41.543588,-0.759442,-7.768576,0.40567
9.26,-2.124869,-4.46175,534.846402,2.183572,41.536856,-0.763602,-7.766128,0.408262
9.27,-2.135332,-4.46361,534.946808,2.192917,41.533265,-0.76773,-7.763999,0.409932
9.28,-2.147762,-4.449244,535.058747,2.198392,41.532216,-0.770432,-7.762179,0.410869
9.29,-2.15689,-4.425691,535.166976,2.202567,41.532131,-0.770454,-7.760593,0.411566
9.3,-2.162328,-4.402888,535.252414,2.208671,41.531208,-0.767051,-7.759182,0.412641
9.31,-2.167476,-4.389845,535.300579,2.219478,41.528141,-0.760195,-7.757911,0.414623
9.32,-2.17656,-4.391266,535.309578,2.236243,41.522581,-0.750556,-7.756742,0.417748
9.33,-2.191236,-4.405983,535.29292,2.258068,41.515175,-0.739321,-7.755599,0.421838
9.34,-2.208423,-4.427725,535.274946,2.282088,41.507196,-0.727924,-7.754369,0.426339
9.35,-2.220494,-4.447844,535.280733,2.304537,41.49994,-0.717806,-7.75293,0.430529
9.36,-2.217887,-4.458801,535.325847,2.322233,41.49413,-0.710202,-7.751191,0.433798
9.37,-2.193035,-4.456977,535.411117,2.333794,41.489532,-0.705956,-7.749098,0.435888
9.38,-2.143873,-4.4436,535.523636,2.340054,41.484869,-0.705288,-7.746599,0.436966
9.39,-2.07537,-4.423456,535.641133,2.343551,41.47799,-0.707595,-7.743616,0.437523
9.4,-1.998417,-4.402081,535.736576,2.347484,41.466224,-0.711446,-7.74004,0.438179
9.41,-1.926515,-4.382873,535.782508,2.354661,41.446936,-0.714966,-7.735776,0.439481
9.42,-1.871513,-4.365548,535.756524,2.366812,41.418252,-0.716582,-7.730797,0.44177
9.43,-1.840101,-4.34667,535.648214,2.384273,41.379841,-0.715768,-7.72519,0.445119
9.44,-1.832424,-4.321944,535.464884,2.405934,41.333529,-0.713327,-7.719186,0.449317
9.45,-1.843204,-4.289016,535.231763,2.429407,41.283475,-0.710931,-7.713196,0.453898
9.46,-1.864486,-4.249209,534.98443,2.451569,41.235673,-0.710138,-7.707827,0.458251
9.47,-1.888648,-4.207284,534.756349,2.469514,41.196721,-0.711464,-7.70383,0.461802
9.48,-1.910519,-4.1695,534.568604,2.481658,41.172194,-0.714056,-7.701948,0.464236
9.49,-1.928107,-4.141193,534.428349,2.488461,41.165228,-0.716104,-7.702666,0.46563
9.5,-1.941933,-4.125195,534.336322,2.492286,41.175834,-0.715732,-7.705977,0.466427
9.51,-1.95344,-4.121713,534.296945,2.496405,41.201007,-0.711896,-7.711256,0.467232
9.52,-1.963272,-4.129333,534.322796,2.50363,41.23539,-0.704874,-7.717318,0.468561
9.53,-1.970385,-4.146185,534.42974,2.515273,41.27212,-0.696185,-7.722647,0.470646
9.54,-1.972434,-4.17036,534.625319,2.530834,41.303733,-0.688001,-7.725734,0.473385
9.55,-1.967044,-4.199276,534.896963,2.548558,41.323067,-0.682347,-7.725426,0.476458
9.56,-1.953008,-4.228563,535.206879,2.566579,41.324215,-0.680436,-7.721167,0.479549
9.57,-1.930736,-4.251659,535.497709,2.584073,41.303436,-0.682348,-7.713093,0.482555
9.58,-1.901997,-4.261105,535.708156,2.601738,41.259865,-0.687108,-7.70193,0.485663
9.59,-1.869403,-4.251461,535.792978,2.621272,41.195817,-0.693055,-7.688756,0.489232
9.6,-1.835901,-4.222474,535.739257,2.644156,41.116566,-0.698365,-7.674735,0.493553
9.61,-1.804227,-4.18057,535.571866,2.670461,41.029627,-0.701594,-7.6609,0.498619
9.62,-1.776297,-4.137403,535.345245,2.698355,40.943619,-0.702102,-7.648077,0.50404
9.63,-1.752748,-4.105779,535.124524,2.724629,40.866809,-0.700262,-7.636878,0.509158
9.64,-1.732905,-4.094698,534.964347,2.745991,40.805575,-0.697338,-7.627719,0.513303
9.65,-1.715249,-4.105827,534.895033,2.760496,40.763186,-0.695069,-7.620782,0.516082
9.66,-1.698175,-4.132877,534.920928,2.768394,40.739385,-0.695062,-7.615964,0.517533
9.67,-1.680815,-4.163887,535.027717,2.772014,40.730918,-0.698186,-7.612861,0.518107
9.68,-1.663791,-4.185204,535.190785,2.7748,40.73283,-0.704185,-7.610899,0.518469
9.69,-1.649663,-4.185786,535.379578,2.779926,40.740021,-0.711674,-7.609558,0.519244
9.7,-1.642716,-4.160715,535.55934,2.789083,40.748562,-0.718615,-7.608599,0.520779
9.71,-1.64783,-4.113028,535.694787,2.801926,40.756325,-0.72311,-7.608124,0.523045
9.72,-1.668628,-4.053075,535.7577,2.816372,40.762741,-0.724209,-7.608428,0.52568
9.73,-1.705655,-3.995332,535.735657,2.829555,40.76797,-0.722304,-7.609718,0.528163
9.74,-1.755473,-3.953731,535.636909,2.839005,40.772101,-0.718944,-7.611892,0.530024
9.75,-1.811253,-3.937364,535.488043,2.843621,40.774853,-0.716137,-7.614522,0.531034
9.76,-1.864746,-3.948205,535.324871,2.844149,40.775834,-0.715497,-7.617026,0.531294
9.77,-1.908905,-3.981409,535.180496,2.843012,40.774998,-0.717614,-7.618925,0.531225
9.78,-1.94008,-4.027514,535.076116,2.843507,40.772879,-0.721952,-7.620015,0.531421
9.79,-1.95882,-4.075265,535.018301,2.848602,40.770392,-0.727286,-7.620373,0.532431
9.8,-1.968988,-4.114027,535.002318,2.85977,40.768222,-0.732396,-7.620195,0.534534
9.81,-1.97563,-4.135533,535.017865,2.87635,40.766106,-0.73661,-7.619578,0.537618
9.82,-1.982664,-4.135257,535.053841,2.895754,40.762452,-0.739948,-7.618383,0.541208
9.83,-1.9915,-4.113517,535.101088,2.914451,40.754683,-0.742936,-7.616259,0.544654
9.84,-2.001159,-4.075859,535.153419,2.9293,40.7402,-0.74625,-7.612808,0.547376
9.85,-2.009518,-4.032126,535.20723,2.938711,40.717475,-0.750371,-7.607796,0.549079
9.86,-2.014567,-3.993968,535.260069,2.943226,40.686691,-0.755363,-7.601294,0.549868
9.87,-2.014811,-3.971366,535.309113,2.945325,40.649639,-0.760817,-7.593676,0.55021
9.88,-2.008864,-3.969429,535.350643,2.948509,40.608923,-0.765968,-7.585481,0.550762
9.89,-1.994941,-3.986803,535.380742,2.956003,40.566865,-0.769907,-7.577199,0.552131
9.9,-1.970747,-4.016431,535.396637,2.969664,40.524552,-0.77186,-7.569071,0.554666
9.91,-1.933721,-4.048419,535.397969,2.98957,40.481427,-0.771462,-7.560998,0.558383
9.92,-1.881499,-4.073847,535.387497,3.014322,40.435596,-0.769021,-7.552585,0.563017
9.93,-1.812713,-4.087924,535.370738,3.041718,40.384659,-0.765569,-7.543307,0.568152
9.94,-1.728058,-4.091137,535.35402,3.069387,40.326649,-0.76257,-7.532707,0.573338
9.95,-1.631131,-4.087942,535.34116,3.095161,40.260624,-0.761314,-7.520554,0.578166
9.96,-1.528469,-4.08381,535.330571,3.117294,40.186742,-0.762321,-7.506902,0.582312
9.97,-1.428494,-4.08225,535.315412,3.134722,40.106013,-0.765156,-7.492034,0.585584
9.98,-1.339584,-4.083457,535.287717,3.147438,40.020102,-0.768759,-7.476372,0.58799
9.99,-1.267768,-4.085156,535.244233,3.156767,39.931396,-0.772032,-7.460407,0.589781
10,-1.214828,-4.084866,535.189949,3.165156,39.843155,-0.774282,-7.444676,0.591408
10.01,-1.177747,-4.081914,535.136803,3.175348,39.759336,-0.77525,-7.429752,0.593371
10.02,-1.149991,-4.077885,535.098541,3.189272,39.683863,-0.774854,-7.416179,0.596016
